transaction_id,user_id,transaction_date,product_category,amount_usd
TX_121674,USR_14230,2025-08-29,Equities,509.38
TX_121675,USR_11061,2024-02-03,Robo-Advisory,62.37
TX_121676,USR_10287,2024-12-29,Crypto,65.11
TX_121677,USR_13639,2024-12-31,Equities,158.05
TX_121678,USR_11143,2025-07-24,Robo-Advisory,429.5
TX_121679,USR_11423,2025-04-10,High-Yield Savings,2828.45
TX_121680,USR_10657,2024-09-10,High-Yield Savings,2155.9
TX_121681,USR_13085,2024-07-29,Crypto,103.75
TX_121682,USR_11739,2024-07-02,Robo-Advisory,103.34
TX_121683,USR_12516,2024-02-24,High-Yield Savings,1199.21
TX_121684,USR_14988,2024-03-20,Crypto,72.83
TX_121685,USR_12201,2024-07-30,Robo-Advisory,39.1
TX_121686,USR_10678,2024-07-24,Robo-Advisory,209.45
TX_121687,USR_13457,2025-11-21,Robo-Advisory,241.04
TX_121688,USR_12744,2024-10-24,Equities,1393.89
TX_121689,USR_12353,2025-10-17,Robo-Advisory,199.35
TX_121690,USR_11648,2024-05-31,High-Yield Savings,454.27
TX_121691,USR_11679,2024-07-23,Robo-Advisory,252.51
TX_121692,USR_13966,2024-02-11,Equities,161.72
TX_121693,USR_12741,2025-08-16,Crypto,217.54
TX_121694,USR_10853,2024-12-10,Robo-Advisory,269.01
TX_121695,USR_10592,2024-04-05,Equities,105.44
TX_121696,USR_13406,2024-10-15,Robo-Advisory,263.24
TX_121697,USR_12952,2025-04-30,Robo-Advisory,125.74
TX_121698,USR_11019,2024-10-18,Crypto,41.99
TX_121699,USR_14993,2024-08-24,Equities,95.46
TX_121700,USR_11584,2024-12-26,High-Yield Savings,3090.91
TX_121701,USR_14911,2025-11-08,Equities,849.22
TX_121702,USR_12614,2025-10-03,High-Yield Savings,2187.82
TX_121703,USR_11871,2024-05-09,Robo-Advisory,46.64
TX_121704,USR_11090,2024-11-05,Equities,2340.88
TX_121705,USR_10626,2025-06-08,Robo-Advisory,1086.79
TX_121706,USR_14207,2024-01-10,Crypto,210.54
TX_121707,USR_14766,2025-05-12,Equities,1321.53
TX_121708,USR_13178,2024-03-08,Equities,1000.21
TX_121709,USR_10025,2025-02-16,Equities,676.31
TX_121710,USR_13048,2025-05-14,Crypto,87.15
TX_121711,USR_10621,2025-11-07,Crypto,165.25
TX_121712,USR_13485,2025-08-29,Equities,731.78
TX_121713,USR_10716,2025-09-06,Crypto,65.83
TX_121714,USR_12660,2024-12-14,Equities,346.9
TX_121715,USR_11741,2025-08-08,Crypto,686.08
TX_121716,USR_13072,2024-07-09,Robo-Advisory,395.61
TX_121717,USR_13733,2024-01-01,High-Yield Savings,1057.87
TX_121718,USR_14464,2025-09-20,Crypto,26.02
TX_121719,USR_12774,2024-08-18,Equities,384.34
TX_121720,USR_11845,2025-05-29,High-Yield Savings,174.79
TX_121721,USR_14237,2024-01-12,Robo-Advisory,441.11
TX_121722,USR_10013,2024-01-26,Crypto,21.79
TX_121723,USR_12758,2025-08-26,Crypto,199.97
TX_121724,USR_10530,2025-02-06,Equities,279.91
TX_121725,USR_12878,2025-05-18,High-Yield Savings,163.12
TX_121726,USR_13404,2025-09-01,Robo-Advisory,91.48
TX_121727,USR_10437,2025-10-23,High-Yield Savings,1256.75
TX_121728,USR_10382,2024-10-10,Equities,668.71
TX_121729,USR_11289,2025-07-02,Crypto,194.49
TX_121730,USR_12852,2025-07-18,High-Yield Savings,1254.65
TX_121731,USR_12037,2025-03-19,Equities,340.55
TX_121732,USR_13716,2024-09-04,High-Yield Savings,830.78
TX_121733,USR_12452,2024-12-08,High-Yield Savings,116.84
TX_121734,USR_10885,2025-05-08,Equities,195.6
TX_121735,USR_13494,2025-04-14,Equities,624.63
TX_121736,USR_13014,2025-07-02,Equities,478.93
TX_121737,USR_13982,2024-06-23,Robo-Advisory,435.12
TX_121738,USR_14174,2025-10-14,Robo-Advisory,50.54
TX_121739,USR_10308,2025-04-14,Crypto,166.47
TX_121740,USR_10726,2024-12-08,High-Yield Savings,165.74
TX_121741,USR_13104,2025-06-29,High-Yield Savings,337.18
TX_121742,USR_12937,2024-12-04,Equities,3082.79
TX_121743,USR_11713,2025-02-08,Crypto,239.53
TX_121744,USR_13871,2025-05-08,High-Yield Savings,1174.39
TX_121745,USR_10712,2024-11-13,Robo-Advisory,249.36
TX_121746,USR_10950,2025-03-21,Robo-Advisory,535.42
TX_121747,USR_11435,2024-01-25,Robo-Advisory,156.32
TX_121748,USR_14565,2024-10-31,Robo-Advisory,53.64
TX_121749,USR_11538,2025-06-13,High-Yield Savings,2052.98
TX_121750,USR_12612,2024-02-06,Equities,366.46
TX_121751,USR_12168,2024-01-27,Equities,1202.32
TX_121752,USR_12197,2025-06-14,Crypto,104.26
TX_121753,USR_12200,2024-02-07,Equities,427.69
TX_121754,USR_13051,2025-11-21,Robo-Advisory,429.73
TX_121755,USR_11670,2024-06-27,Crypto,35.18
TX_121756,USR_14669,2025-03-20,Crypto,23.59
TX_121757,USR_13134,2024-09-06,Crypto,55.51
TX_121758,USR_13364,2025-08-03,High-Yield Savings,2693.27
TX_121759,USR_12115,2024-10-13,High-Yield Savings,2412.87
TX_121760,USR_10224,2024-08-26,Crypto,29.04
TX_121761,USR_10846,2025-04-02,Crypto,550.78
TX_121762,USR_14069,2024-07-17,High-Yield Savings,443.85
TX_121763,USR_12956,2025-09-06,High-Yield Savings,2085.15
TX_121764,USR_14387,2025-04-26,Robo-Advisory,439.1
TX_121765,USR_12261,2024-01-16,Equities,987.34
TX_121766,USR_11583,2025-06-16,Equities,1158.81
TX_121767,USR_10970,2025-07-09,High-Yield Savings,373.64
TX_121768,USR_13972,2024-07-28,Robo-Advisory,293.97
TX_121769,USR_11216,2025-09-05,Crypto,22.72
TX_121770,USR_11638,2024-08-16,High-Yield Savings,208.72
TX_121771,USR_12121,2024-01-26,Robo-Advisory,374.92
TX_121772,USR_14720,2025-11-19,Robo-Advisory,298.23
TX_121773,USR_12711,2025-11-14,Crypto,179.71
TX_121774,USR_11286,2024-08-19,Equities,51.12
TX_121775,USR_13157,2025-02-19,Equities,97.42
TX_121776,USR_10057,2025-02-26,Crypto,25.05
TX_121777,USR_11684,2024-06-18,High-Yield Savings,385.67
TX_121778,USR_13488,2024-07-07,Crypto,112.47
TX_121779,USR_11304,2025-06-23,Robo-Advisory,288.6
TX_121780,USR_11630,2024-02-18,High-Yield Savings,1017.16
TX_121781,USR_14080,2024-03-04,Robo-Advisory,163.03
TX_121782,USR_14303,2024-09-13,High-Yield Savings,1002.43
TX_121783,USR_11166,2025-07-01,Robo-Advisory,188.27
TX_121784,USR_10412,2024-01-23,High-Yield Savings,1520.58
TX_121785,USR_11618,2025-11-26,Robo-Advisory,644.23
TX_121786,USR_12777,2025-08-06,Crypto,129.94
TX_121787,USR_10739,2024-07-06,Equities,553.33
TX_121788,USR_14899,2025-09-14,Robo-Advisory,489.12
TX_121789,USR_14514,2024-02-20,Robo-Advisory,478.1
TX_121790,USR_10918,2024-01-07,Robo-Advisory,546.92
TX_121791,USR_12248,2025-08-08,Crypto,59.33
TX_121792,USR_14082,2025-04-21,Robo-Advisory,102.1
TX_121793,USR_14175,2025-10-18,Equities,833.19
TX_121794,USR_11503,2025-05-16,High-Yield Savings,1732.77
TX_121795,USR_13227,2024-11-27,Crypto,38.02
TX_121796,USR_10827,2025-03-11,Equities,136.9
TX_121797,USR_13231,2025-01-12,Robo-Advisory,56.88
TX_121798,USR_12873,2024-01-01,High-Yield Savings,490.63
TX_121799,USR_11617,2025-01-31,Equities,666.77
TX_121800,USR_11185,2025-01-14,Crypto,313.58
TX_121801,USR_11684,2024-11-10,High-Yield Savings,7050.69
TX_121802,USR_10509,2025-09-30,Equities,1009.18
TX_121803,USR_10694,2025-08-27,Crypto,611.79
TX_121804,USR_13279,2024-11-09,Equities,129.28
TX_121805,USR_14016,2025-11-10,Equities,278.21
TX_121806,USR_12068,2024-10-28,Equities,163.73
TX_121807,USR_11246,2024-12-21,High-Yield Savings,504.0
TX_121808,USR_10399,2024-12-22,Crypto,27.43
TX_121809,USR_12607,2024-03-18,High-Yield Savings,2481.44
TX_121810,USR_14584,2024-05-31,High-Yield Savings,170.76
TX_121811,USR_10287,2024-06-28,High-Yield Savings,759.86
TX_121812,USR_11403,2025-08-11,High-Yield Savings,250.96
TX_121813,USR_14532,2024-06-29,High-Yield Savings,822.42
TX_121814,USR_12177,2025-10-13,High-Yield Savings,465.65
TX_121815,USR_10440,2024-08-19,High-Yield Savings,1435.62
TX_121816,USR_14885,2024-10-13,Crypto,359.18
TX_121817,USR_11268,2025-06-27,Robo-Advisory,56.15
TX_121818,USR_12512,2025-05-09,Crypto,14.23
TX_121819,USR_10185,2024-02-22,Robo-Advisory,213.77
TX_121820,USR_14257,2024-08-20,Robo-Advisory,45.5
TX_121821,USR_13270,2024-04-07,Equities,125.12
TX_121822,USR_12448,2025-10-10,Crypto,173.57
TX_121823,USR_13543,2024-07-16,Equities,790.55
TX_121824,USR_11479,2024-02-16,Crypto,99.94
TX_121825,USR_14886,2025-10-05,Equities,556.11
TX_121826,USR_13062,2024-04-16,High-Yield Savings,3006.49
TX_121827,USR_14640,2025-08-13,Robo-Advisory,218.61
TX_121828,USR_12460,2024-11-26,Equities,2332.72
TX_121829,USR_12578,2025-09-22,Robo-Advisory,34.68
TX_121830,USR_11144,2025-06-26,High-Yield Savings,330.86
TX_121831,USR_14164,2024-03-02,High-Yield Savings,529.16
TX_121832,USR_10634,2024-10-20,High-Yield Savings,1393.14
TX_121833,USR_11303,2024-02-05,High-Yield Savings,218.25
TX_121834,USR_14661,2024-11-03,Robo-Advisory,304.07
TX_121835,USR_10532,2025-08-08,Equities,378.67
TX_121836,USR_11881,2025-08-28,High-Yield Savings,254.46
TX_121837,USR_12697,2024-12-27,Robo-Advisory,374.05
TX_121838,USR_14649,2024-05-22,Robo-Advisory,177.13
TX_121839,USR_10952,2024-09-13,Equities,1047.72
TX_121840,USR_12805,2025-11-23,Equities,78.05
TX_121841,USR_10569,2024-04-25,Robo-Advisory,74.54
TX_121842,USR_14523,2025-08-03,High-Yield Savings,1024.85
TX_121843,USR_12822,2024-11-11,Crypto,358.08
TX_121844,USR_13215,2025-06-19,Robo-Advisory,699.74
TX_121845,USR_10979,2024-06-07,Crypto,17.83
TX_121846,USR_14130,2025-02-14,Robo-Advisory,94.76
TX_121847,USR_13541,2025-06-14,Robo-Advisory,474.03
TX_121848,USR_12573,2024-08-16,Equities,233.55
TX_121849,USR_13386,2024-01-12,Robo-Advisory,493.65
TX_121850,USR_13555,2024-12-08,Equities,801.99
TX_121851,USR_12877,2025-08-16,Crypto,139.76
TX_121852,USR_11737,2024-01-21,Crypto,235.34
TX_121853,USR_12423,2024-05-01,Crypto,206.45
TX_121854,USR_12881,2024-01-19,Equities,602.53
TX_121855,USR_12703,2024-01-17,Crypto,174.15
TX_121856,USR_12535,2024-03-13,High-Yield Savings,1797.81
TX_121857,USR_13567,2025-07-19,High-Yield Savings,369.82
TX_121858,USR_12400,2024-07-08,Equities,207.96
TX_121859,USR_14449,2025-10-07,Crypto,41.3
TX_121860,USR_13955,2025-10-19,High-Yield Savings,288.99
TX_121861,USR_13552,2025-09-27,Equities,880.63
TX_121862,USR_10978,2025-08-20,Equities,1880.09
TX_121863,USR_10402,2025-11-25,Equities,67.78
TX_121864,USR_12804,2025-04-10,High-Yield Savings,1343.12
TX_121865,USR_11514,2024-10-03,High-Yield Savings,1071.22
TX_121866,USR_11547,2024-10-02,Equities,143.55
TX_121867,USR_10393,2024-07-11,Robo-Advisory,130.04
TX_121868,USR_12630,2024-06-06,Robo-Advisory,60.34
TX_121869,USR_10103,2024-05-29,Robo-Advisory,323.58
TX_121870,USR_11743,2024-11-04,Crypto,305.14
TX_121871,USR_10421,2025-08-27,High-Yield Savings,1928.06
TX_121872,USR_14713,2024-08-19,Robo-Advisory,86.03
TX_121873,USR_13177,2024-09-18,High-Yield Savings,137.97
TX_121874,USR_13776,2024-10-20,Equities,411.85
TX_121875,USR_14390,2024-11-17,Robo-Advisory,281.93
TX_121876,USR_10275,2025-04-29,Equities,172.24
TX_121877,USR_10193,2024-05-14,Crypto,29.42
TX_121878,USR_14406,2024-04-05,Crypto,332.83
TX_121879,USR_14715,2024-02-01,High-Yield Savings,528.21
TX_121880,USR_11126,2025-08-06,Robo-Advisory,236.77
TX_121881,USR_14018,2025-02-18,Equities,366.76
TX_121882,USR_10249,2025-11-07,High-Yield Savings,3657.41
TX_121883,USR_13467,2024-11-05,Robo-Advisory,174.24
TX_121884,USR_12829,2025-02-07,Crypto,374.32
TX_121885,USR_14391,2025-03-30,Crypto,73.67
TX_121886,USR_10237,2025-06-17,Crypto,374.22
TX_121887,USR_13720,2025-03-29,Equities,50.68
TX_121888,USR_14009,2024-03-16,Equities,173.76
TX_121889,USR_14905,2025-01-06,Equities,293.96
TX_121890,USR_12336,2024-02-23,High-Yield Savings,2502.92
TX_121891,USR_12584,2025-11-12,Robo-Advisory,575.13
TX_121892,USR_11765,2025-11-16,High-Yield Savings,516.73
TX_121893,USR_13917,2024-09-05,Robo-Advisory,236.95
TX_121894,USR_14616,2024-10-10,High-Yield Savings,1047.62
TX_121895,USR_11142,2025-08-24,Equities,2111.14
TX_121896,USR_12166,2024-09-08,Robo-Advisory,151.5
TX_121897,USR_11114,2025-04-01,Equities,1590.74
TX_121898,USR_12219,2025-07-14,Robo-Advisory,235.33
TX_121899,USR_14818,2025-02-14,Equities,581.08
TX_121900,USR_11139,2024-06-15,High-Yield Savings,1451.85
TX_121901,USR_14662,2025-08-26,Robo-Advisory,291.06
TX_121902,USR_14571,2025-09-19,Robo-Advisory,323.26
TX_121903,USR_13516,2025-07-21,Robo-Advisory,709.26
TX_121904,USR_11976,2024-08-11,Robo-Advisory,186.65
TX_121905,USR_11596,2025-02-24,Equities,600.43
TX_121906,USR_11145,2024-05-31,Equities,193.02
TX_121907,USR_11627,2024-10-06,Robo-Advisory,409.2
TX_121908,USR_11858,2025-06-25,Robo-Advisory,1387.11
TX_121909,USR_11245,2024-06-03,Robo-Advisory,524.21
TX_121910,USR_11482,2025-10-31,Crypto,25.99
TX_121911,USR_11521,2024-04-18,Crypto,165.44
TX_121912,USR_10369,2025-03-26,Crypto,87.23
TX_121913,USR_14855,2024-05-13,Equities,300.55
TX_121914,USR_13192,2025-06-02,Equities,300.71
TX_121915,USR_13232,2025-01-09,Robo-Advisory,376.02
TX_121916,USR_11785,2024-12-06,Robo-Advisory,41.47
TX_121917,USR_10574,2025-03-30,Crypto,84.84
TX_121918,USR_13703,2024-09-14,Robo-Advisory,48.28
TX_121919,USR_14472,2025-04-01,Equities,1261.96
TX_121920,USR_12572,2024-07-13,Crypto,18.7
TX_121921,USR_12115,2024-05-22,Crypto,31.82
TX_121922,USR_11902,2024-02-04,High-Yield Savings,620.87
TX_121923,USR_14079,2024-07-31,High-Yield Savings,1282.43
TX_121924,USR_11156,2024-05-22,Robo-Advisory,247.3
TX_121925,USR_11085,2025-06-07,Equities,392.15
TX_121926,USR_10160,2025-11-03,High-Yield Savings,125.63
TX_121927,USR_10758,2025-11-12,Equities,586.77
TX_121928,USR_12748,2025-11-03,Crypto,80.09
TX_121929,USR_10829,2024-01-13,High-Yield Savings,1594.29
TX_121930,USR_10848,2025-01-16,High-Yield Savings,758.69
TX_121931,USR_11976,2025-06-13,Equities,939.97
TX_121932,USR_14344,2025-09-17,Crypto,44.04
TX_121933,USR_11529,2024-12-19,High-Yield Savings,1485.04
TX_121934,USR_12249,2024-11-07,Robo-Advisory,737.14
TX_121935,USR_12892,2025-04-21,Robo-Advisory,65.16
TX_121936,USR_13624,2025-08-29,Crypto,442.08
TX_121937,USR_11677,2025-03-04,Equities,330.06
TX_121938,USR_14105,2024-01-30,Equities,316.7
TX_121939,USR_14810,2025-10-27,Equities,113.51
TX_121940,USR_14454,2025-10-21,Robo-Advisory,691.2
TX_121941,USR_11299,2025-03-15,Equities,581.28
TX_121942,USR_12171,2024-01-24,Crypto,307.25
TX_121943,USR_10629,2024-02-29,Robo-Advisory,396.69
TX_121944,USR_14363,2025-03-07,Crypto,101.09
TX_121945,USR_10277,2025-06-11,Crypto,102.74
TX_121946,USR_11023,2025-07-23,Robo-Advisory,592.0
TX_121947,USR_14171,2024-03-08,Robo-Advisory,217.88
TX_121948,USR_14621,2024-03-07,Crypto,34.61
TX_121949,USR_14713,2025-09-28,Equities,271.04
TX_121950,USR_11199,2024-07-13,High-Yield Savings,2156.52
TX_121951,USR_11717,2024-10-20,Equities,63.19
TX_121952,USR_11980,2024-11-16,High-Yield Savings,945.27
TX_121953,USR_11590,2024-09-24,Equities,253.31
TX_121954,USR_10269,2024-07-29,High-Yield Savings,699.85
TX_121955,USR_14097,2024-08-29,Crypto,58.39
TX_121956,USR_12620,2024-07-15,Equities,726.96
TX_121957,USR_11386,2024-02-12,Equities,1493.45
TX_121958,USR_10534,2025-02-26,Equities,266.45
TX_121959,USR_11608,2025-04-02,Equities,355.5
TX_121960,USR_12398,2024-05-17,High-Yield Savings,1533.11
TX_121961,USR_14632,2024-08-16,Robo-Advisory,214.12
TX_121962,USR_12914,2024-10-18,Crypto,127.54
TX_121963,USR_10463,2025-01-04,Equities,460.62
TX_121964,USR_10022,2024-08-14,Crypto,163.74
TX_121965,USR_10688,2024-12-10,Robo-Advisory,190.39
TX_121966,USR_14066,2025-11-19,High-Yield Savings,293.14
TX_121967,USR_14223,2025-09-30,High-Yield Savings,693.13
TX_121968,USR_11286,2025-01-13,Crypto,307.17
TX_121969,USR_13860,2024-12-21,High-Yield Savings,519.35
TX_121970,USR_12082,2024-07-29,Equities,473.58
TX_121971,USR_12534,2025-01-27,Robo-Advisory,51.14
TX_121972,USR_14196,2025-04-17,Equities,664.77
TX_121973,USR_10736,2024-05-30,Equities,300.11
TX_121974,USR_14706,2025-05-20,Robo-Advisory,84.21
TX_121975,USR_11340,2025-07-07,Crypto,241.44
TX_121976,USR_12377,2025-06-06,Equities,2039.1
TX_121977,USR_10195,2024-12-20,Crypto,60.36
TX_121978,USR_12461,2025-02-21,Equities,99.83
TX_121979,USR_11504,2025-07-10,Crypto,43.19
TX_121980,USR_12115,2024-09-23,Robo-Advisory,439.77
TX_121981,USR_12918,2025-08-17,High-Yield Savings,461.24
TX_121982,USR_14024,2025-11-27,Equities,154.81
TX_121983,USR_10870,2025-02-25,Robo-Advisory,473.48
TX_121984,USR_10184,2025-02-01,Robo-Advisory,165.53
TX_121985,USR_11689,2024-07-17,Equities,353.66
TX_121986,USR_11212,2025-11-02,Robo-Advisory,1034.98
TX_121987,USR_13645,2025-11-26,Crypto,155.06
TX_121988,USR_10497,2024-03-01,Equities,211.69
TX_121989,USR_11565,2025-04-14,High-Yield Savings,368.38
TX_121990,USR_11662,2024-08-12,Robo-Advisory,226.81
TX_121991,USR_10217,2024-05-19,Crypto,244.96
TX_121992,USR_14620,2024-10-04,Crypto,36.06
TX_121993,USR_11361,2024-05-03,Crypto,121.89
TX_121994,USR_14216,2024-03-10,High-Yield Savings,1440.87
TX_121995,USR_11505,2025-08-29,Crypto,27.04
TX_121996,USR_12158,2025-05-07,Equities,716.18
TX_121997,USR_12056,2025-08-14,High-Yield Savings,2383.87
TX_121998,USR_14317,2024-05-18,Crypto,190.43
TX_121999,USR_10796,2024-08-16,Equities,123.59
TX_122000,USR_14956,2025-03-14,Crypto,54.7
TX_122001,USR_14050,2024-08-16,Robo-Advisory,88.35
TX_122002,USR_13719,2024-04-01,Crypto,337.35
TX_122003,USR_12251,2024-07-09,Crypto,168.62
TX_122004,USR_12500,2024-01-06,Equities,419.28
TX_122005,USR_12308,2025-01-19,High-Yield Savings,974.1
TX_122006,USR_14961,2024-02-06,Crypto,227.83
TX_122007,USR_11032,2025-04-25,Crypto,90.9
TX_122008,USR_13844,2025-02-05,High-Yield Savings,422.17
TX_122009,USR_13184,2024-04-11,High-Yield Savings,1297.68
TX_122010,USR_10339,2024-04-02,Robo-Advisory,634.26
TX_122011,USR_12094,2025-05-01,Crypto,105.74
TX_122012,USR_14925,2025-01-20,Crypto,77.2
TX_122013,USR_14908,2025-05-25,Robo-Advisory,29.75
TX_122014,USR_10488,2025-10-28,High-Yield Savings,5927.7
TX_122015,USR_11345,2024-09-27,Crypto,74.21
TX_122016,USR_10790,2025-01-29,Robo-Advisory,649.52
TX_122017,USR_13516,2024-01-05,Crypto,124.08
TX_122018,USR_14188,2024-12-04,Equities,71.87
TX_122019,USR_11834,2025-04-19,Robo-Advisory,156.26
TX_122020,USR_11186,2024-04-19,High-Yield Savings,432.25
TX_122021,USR_14233,2025-01-11,High-Yield Savings,711.42
TX_122022,USR_13455,2025-07-30,High-Yield Savings,731.75
TX_122023,USR_14407,2024-04-20,Robo-Advisory,326.48
TX_122024,USR_13269,2024-02-10,Equities,550.24
TX_122025,USR_11706,2024-12-18,Robo-Advisory,410.79
TX_122026,USR_13599,2025-08-29,Robo-Advisory,654.41
TX_122027,USR_10702,2025-09-06,Robo-Advisory,263.68
TX_122028,USR_11273,2025-05-26,Crypto,59.1
TX_122029,USR_10538,2025-01-08,Robo-Advisory,780.05
TX_122030,USR_13753,2025-10-01,Crypto,281.89
TX_122031,USR_14212,2024-02-10,Equities,309.34
TX_122032,USR_12939,2024-02-29,High-Yield Savings,764.85
TX_122033,USR_12614,2024-03-04,High-Yield Savings,809.69
TX_122034,USR_10485,2025-05-05,Robo-Advisory,179.59
TX_122035,USR_11386,2025-04-23,Robo-Advisory,851.31
TX_122036,USR_11049,2025-10-30,Equities,165.35
TX_122037,USR_10783,2024-12-23,Robo-Advisory,364.95
TX_122038,USR_13059,2025-05-15,Equities,139.6
TX_122039,USR_12924,2024-04-18,Crypto,14.9
TX_122040,USR_10619,2024-07-13,Equities,96.17
TX_122041,USR_14509,2024-10-25,Robo-Advisory,36.13
TX_122042,USR_13532,2025-05-28,Equities,888.54
TX_122043,USR_14524,2025-06-04,Equities,2472.37
TX_122044,USR_14338,2024-08-18,Equities,1491.85
TX_122045,USR_13474,2025-04-06,Crypto,12.88
TX_122046,USR_11804,2025-07-13,Crypto,262.06
TX_122047,USR_11098,2024-07-30,Crypto,71.18
TX_122048,USR_10111,2025-06-09,Equities,93.82
TX_122049,USR_14877,2025-01-09,Robo-Advisory,178.79
TX_122050,USR_10969,2024-03-26,Crypto,120.2
TX_122051,USR_11633,2024-10-09,Crypto,101.82
TX_122052,USR_10359,2024-07-25,Robo-Advisory,58.8
TX_122053,USR_14862,2024-10-08,High-Yield Savings,3453.2
TX_122054,USR_10918,2024-09-27,Crypto,378.93
TX_122055,USR_10167,2024-12-16,Robo-Advisory,382.52
TX_122056,USR_13321,2025-02-01,Robo-Advisory,122.0
TX_122057,USR_13903,2024-11-01,Robo-Advisory,350.41
TX_122058,USR_12805,2024-02-01,Equities,145.39
TX_122059,USR_12260,2025-09-26,High-Yield Savings,558.88
TX_122060,USR_14883,2024-11-29,Robo-Advisory,872.68
TX_122061,USR_11869,2025-09-01,Robo-Advisory,32.38
TX_122062,USR_12839,2024-10-19,Robo-Advisory,139.22
TX_122063,USR_14974,2025-02-23,Crypto,108.74
TX_122064,USR_10757,2024-12-07,High-Yield Savings,2289.74
TX_122065,USR_14783,2025-05-15,Robo-Advisory,660.86
TX_122066,USR_14493,2025-09-11,High-Yield Savings,1452.64
TX_122067,USR_13817,2025-05-27,High-Yield Savings,635.33
TX_122068,USR_11973,2024-09-10,Robo-Advisory,1184.89
TX_122069,USR_12708,2024-05-06,Equities,62.22
TX_122070,USR_10097,2024-08-15,High-Yield Savings,4075.72
TX_122071,USR_13076,2024-11-01,High-Yield Savings,3627.24
TX_122072,USR_11919,2025-07-23,Crypto,85.21
TX_122073,USR_12206,2024-07-27,Crypto,42.37
TX_122074,USR_10086,2024-09-09,Robo-Advisory,506.82
TX_122075,USR_11766,2025-10-16,High-Yield Savings,1456.86
TX_122076,USR_13191,2024-11-10,High-Yield Savings,1323.16
TX_122077,USR_14538,2025-08-25,Equities,890.72
TX_122078,USR_13647,2024-09-12,Equities,172.96
TX_122079,USR_13677,2024-04-30,Crypto,39.63
TX_122080,USR_10681,2024-08-26,Robo-Advisory,740.7
TX_122081,USR_14216,2025-10-03,Crypto,106.46
TX_122082,USR_14592,2025-08-23,Equities,630.97
TX_122083,USR_14707,2024-11-23,High-Yield Savings,505.56
TX_122084,USR_12469,2024-09-22,High-Yield Savings,931.27
TX_122085,USR_10134,2024-06-04,Equities,183.12
TX_122086,USR_14410,2024-05-01,Equities,516.05
TX_122087,USR_12245,2025-11-28,High-Yield Savings,306.91
TX_122088,USR_13789,2025-01-04,High-Yield Savings,293.36
TX_122089,USR_14106,2025-05-02,Crypto,183.09
TX_122090,USR_14964,2024-09-06,High-Yield Savings,712.54
TX_122091,USR_13201,2024-03-20,Robo-Advisory,614.96
TX_122092,USR_10734,2024-04-23,Equities,261.36
TX_122093,USR_11133,2024-02-21,Equities,274.28
TX_122094,USR_13098,2025-07-30,Crypto,46.82
TX_122095,USR_13471,2025-08-20,High-Yield Savings,2012.7
TX_122096,USR_13265,2024-07-14,High-Yield Savings,3493.11
TX_122097,USR_11968,2024-07-06,High-Yield Savings,653.92
TX_122098,USR_14111,2025-06-22,Robo-Advisory,193.54
TX_122099,USR_13144,2024-04-11,Robo-Advisory,138.48
TX_122100,USR_11224,2025-10-22,Equities,52.19
TX_122101,USR_11187,2024-03-15,High-Yield Savings,1970.43
TX_122102,USR_10006,2025-06-26,Robo-Advisory,157.24
TX_122103,USR_12108,2025-03-27,Crypto,460.54
TX_122104,USR_12532,2024-12-08,High-Yield Savings,260.26
TX_122105,USR_14727,2024-02-13,High-Yield Savings,1701.32
TX_122106,USR_13522,2025-05-14,High-Yield Savings,2896.15
TX_122107,USR_11437,2025-05-14,Robo-Advisory,342.8
TX_122108,USR_10935,2025-06-19,Robo-Advisory,293.58
TX_122109,USR_10559,2024-09-23,Crypto,86.1
TX_122110,USR_14186,2024-02-06,Robo-Advisory,197.97
TX_122111,USR_10445,2025-01-30,Robo-Advisory,328.55
TX_122112,USR_11308,2024-07-08,Robo-Advisory,211.13
TX_122113,USR_11416,2025-07-18,Crypto,668.92
TX_122114,USR_11905,2025-05-03,High-Yield Savings,840.87
TX_122115,USR_13210,2024-01-10,Robo-Advisory,703.33
TX_122116,USR_10329,2025-03-13,Equities,202.0
TX_122117,USR_13397,2025-09-03,Equities,597.34
TX_122118,USR_13678,2024-05-22,High-Yield Savings,4235.88
TX_122119,USR_11553,2025-08-05,Robo-Advisory,1152.39
TX_122120,USR_13002,2025-06-27,Equities,272.4
TX_122121,USR_13529,2024-02-09,Robo-Advisory,162.59
TX_122122,USR_12565,2025-03-30,Robo-Advisory,76.11
TX_122123,USR_12583,2025-10-07,Robo-Advisory,51.7
TX_122124,USR_12272,2025-08-28,High-Yield Savings,460.13
TX_122125,USR_12619,2024-08-23,Equities,412.64
TX_122126,USR_11814,2025-04-07,Robo-Advisory,327.63
TX_122127,USR_13918,2025-09-01,Robo-Advisory,52.13
TX_122128,USR_13213,2025-11-18,High-Yield Savings,1281.91
TX_122129,USR_13887,2025-04-29,Equities,295.81
TX_122130,USR_11222,2024-11-21,High-Yield Savings,216.73
TX_122131,USR_13107,2025-06-22,Equities,61.75
TX_122132,USR_12513,2024-05-03,Crypto,288.92
TX_122133,USR_14667,2024-11-01,High-Yield Savings,2241.1
TX_122134,USR_14533,2025-08-02,Crypto,361.03
TX_122135,USR_14852,2024-05-22,Crypto,345.06
TX_122136,USR_14686,2024-03-25,High-Yield Savings,4548.81
TX_122137,USR_14976,2025-08-21,Crypto,61.96
TX_122138,USR_12551,2025-06-20,Crypto,72.08
TX_122139,USR_13438,2024-01-09,Crypto,162.29
